,0
2998,13
2999,45
3000,19
3001,26
3002,2
3003,24
3004,4
3005,32
3006,5
3007,5
3008,7
3009,16
3010,24
3011,68
3012,4
3013,42
3014,31
3015,11
3016,16
3017,6
3018,27
3019,21
3020,28
3021,4
3022,31
3023,25
3024,5
3025,27
3026,4
3027,23
3028,16
3029,5
3030,8
3031,14
3032,20
3033,18
3034,25
3035,28
3036,8
3037,8
3038,55
3039,10
3040,2
3041,30
3042,8
3043,61
3044,53
3045,50
3046,42
3047,15
3048,25
3049,25
3050,10
3051,26
3052,44
3053,58
3054,12
3055,7
3056,17
3057,26
3058,33
3059,10
3060,31
3061,3
3062,18
3063,16
3064,25
3065,26
3066,32
3067,26
3068,14
3069,56
3070,19
3071,31
3072,36
3073,47
3074,6
3075,13
3076,61
3077,28
3078,40
3079,11
3080,46
3081,45
3082,19
3083,24
3084,13
3085,54
3086,42
3087,38
3088,4
3089,25
3090,53
3091,46
3092,62
3093,55
3094,19
3095,60
3096,29
3097,12
3098,48
3099,25
3100,23
3101,19
3102,6
3103,39
3104,8
3105,10
3106,16
3107,33
3108,46
3109,29
3110,4
3111,12
3112,37
3113,42
3114,35
3115,9
3116,42
3117,41
3118,35
3119,30
3120,57
3121,38
3122,35
3123,26
3124,60
3125,43
3126,56
3127,55
3128,62
3129,30
3130,47
3131,23
3132,39
3133,38
3134,62
3135,47
3136,32
3137,3
3138,56
3139,4
3140,50
3141,25
3142,13
3143,29
3144,3
3145,10
3146,10
3147,43
3148,26
3149,8
3150,11
3151,5
3152,33
3153,8
3154,41
3155,54
3156,37
3157,32
3158,2
3159,29
3160,15
3161,31
3162,48
3163,18
3164,4
3165,24
3166,6
3167,24
3168,47
3169,4
3170,4
3171,8
3172,10
3173,43
3174,15
3175,6
3176,36
3177,14
3178,27
3179,41
3180,42
3181,3
3182,16
3183,7
3184,6
3185,6
3186,13
3187,39
3188,20
3189,8
3190,54
3191,10
3192,7
3193,6
3194,24
3195,9
3196,18
3197,9
3198,16
3199,29
3200,2
3201,12
3202,21
3203,19
3204,1
3205,8
3206,24
3207,15
3208,36
3209,24
3210,22
3211,6
3212,11
3213,7
3214,31
3215,16
3216,36
3217,12
3218,29
3219,16
3220,29
3221,29
3222,15
3223,21
3224,21
3225,9
3226,36
3227,28
3228,57
3229,1
3230,12
3231,14
3232,23
3233,8
3234,24
3235,15
3236,16
3237,42
3238,18
3239,49
3240,11
3241,11
3242,19
3243,41
3244,34
3245,17
3246,5
3247,15
3248,14
3249,4
3250,16
3251,7
3252,1
3253,8
3254,28
3255,12
3256,20
3257,10
3258,18
3259,17
3260,4
3261,24
3262,28
3263,22
3264,5
3265,47
3266,13
3267,30
3268,11
3269,28
3270,26
3271,21
3272,46
3273,6
3274,18
3275,26
3276,20
3277,24
3278,14
3279,36
3280,16
3281,27
3282,7
3283,30
3284,8
3285,28
3286,26
3287,9
3288,12
3289,14
3290,31
3291,27
3292,26
3293,29
3294,34
3295,2
3296,37
3297,12
3298,12
3299,25
3300,23
3301,32
3302,24
3303,42
3304,8
3305,28
3306,8
3307,39
3308,32
3309,40
3310,20
3311,17
3312,6
3313,41
3314,31
3315,36
3316,22
3317,6
3318,37
3319,34
3320,31
3321,22
3322,28
3323,25
3324,21
3325,25
3326,25
3327,42
3328,15
3329,18
3330,2
3331,39
3332,31
3333,46
3334,42
3335,21
3336,30
3337,23
3338,18
3339,48
3340,33
3341,14
3342,43
3343,28
3344,31
3345,33
3346,21
3347,32
3348,14
3349,24
3350,23
3351,35
3352,26
3353,14
3354,36
3355,20
3356,32
3357,38
3358,24
3359,8
3360,34
3361,26
3362,32
3363,34
3364,22
3365,32
3366,9
3367,21
3368,1
3369,24
3370,30
3371,26
3372,24
3373,16
3374,24
3375,3
3376,31
3377,20
3378,23
3379,35
3380,2
3381,24
3382,12
3383,31
3384,1
3385,22
3386,31
3387,15
3388,37
3389,27
3390,23
3391,26
3392,32
3393,15
3394,25
3395,5
3396,6
3397,16
3398,23
3399,37
3400,33
3401,4
3402,31
3403,19
3404,23
3405,25
3406,30
3407,25
3408,23
3409,22
3410,28
3411,27
3412,14
3413,15
3414,1
3415,24
3416,22
3417,23
3418,11
3419,21
3420,11
3421,19
3422,5
3423,27
3424,24
3425,30
3426,30
3427,21
3428,26
3429,21
3430,4
3431,38
3432,15
3433,28
3434,34
3435,12
3436,14
3437,18
3438,36
3439,27
3440,15
3441,8
3442,19
3443,19
3444,16
3445,21
3446,22
3447,20
3448,25
3449,26
3450,30
3451,26
3452,26
3453,27
3454,21
3455,1
3456,28
3457,24
3458,5
3459,22
3460,18
3461,23
3462,39
3463,34
3464,15
3465,6
3466,20
3467,23
3468,29
3469,12
3470,14
3471,20
3472,4
3473,22
3474,16
3475,24
3476,10
3477,27
3478,30
3479,15
3480,34
3481,22
3482,34
3483,26
3484,17
3485,10
3486,36
3487,29
3488,30
3489,23
3490,24
3491,18
3492,28
3493,29
3494,21
3495,26
3496,36
3497,27
3498,25
3499,4
3500,22
3501,25
3502,31
3503,25
3504,20
3505,29
3506,25
3507,30
3508,32
3509,36
3510,22
3511,24
3512,26
3513,31
3514,4
3515,17
3516,20
3517,27
3518,13
3519,39
3520,30
3521,24
3522,10
3523,15
3524,31
3525,29
3526,34
3527,19
3528,5
3529,15
3530,14
3531,12
3532,9
3533,3
3534,14
3535,24
3536,37
3537,19
3538,23
3539,12
3540,14
3541,17
3542,5
3543,4
3544,21
3545,6
3546,4
3547,18
3548,10
3549,9
3550,5
3551,15
3552,3
3553,20
3554,9
3555,17
3556,27
3557,29
3558,3
3559,5
3560,17
3561,16
3562,11
3563,25
3564,12
3565,15
3566,2
3567,21
3568,13
3569,25
3570,10
3571,39
3572,5
3573,8
3574,31
3575,33
3576,14
3577,16
3578,14
3579,4
3580,3
3581,9
3582,2
3583,7
3584,15
3585,26
3586,25
3587,31
3588,8
3589,5
3590,16
3591,24
3592,16
3593,11
3594,18
3595,37
3596,24
3597,24
3598,4
3599,6
3600,11
3601,20
3602,25
3603,2
3604,5
3605,20
3606,2
3607,5
3608,4
3609,24
3610,17
3611,38
3612,25
3613,21
3614,8
3615,20
3616,10
3617,8
3618,3
3619,6
3620,6
3621,13
3622,5
3623,34
3624,18
3625,37
3626,18
3627,19
3628,12
3629,4
3630,9
3631,4
3632,33
3633,25
3634,19
3635,37
3636,35
3637,17
3638,10
3639,6
3640,25
3641,35
3642,16
3643,34
3644,14
3645,19
3646,17
3647,14
3648,23
3649,15
3650,31
3651,2
3652,10
3653,12
3654,31
3655,17
3656,22
3657,18
3658,42
3659,8
3660,36
3661,23
3662,40
3663,32
3664,8
3665,35
3666,46
3667,13
3668,52
3669,34
3670,21
3671,32
3672,17
3673,1
3674,31
3675,8
3676,13
3677,24
3678,20
3679,16
3680,46
3681,2
3682,12
3683,29
3684,14
3685,40
3686,38
3687,7
3688,13
3689,16
3690,25
3691,1
3692,54
3693,13
3694,18
3695,16
3696,47
3697,23
3698,38
3699,5
3700,14
3701,17
3702,34
3703,27
3704,22
3705,29
3706,17
3707,30
3708,6
3709,33
3710,22
3711,30
3712,11
3713,21
3714,16
3715,21
3716,10
3717,16
3718,9
3719,17
3720,10
3721,24
3722,36
3723,13
3724,34
3725,14
3726,45
3727,15
3728,33
3729,11
3730,13
3731,46
3732,24
3733,10
3734,30
3735,18
3736,19
3737,16
3738,9
3739,23
3740,32
3741,11
3742,22
3743,9
3744,40
3745,37
3746,62
3747,23
3748,8
3749,10
3750,37
3751,8
3752,3
3753,21
3754,22
3755,13
3756,37
3757,9
3758,2
3759,5
3760,11
3761,1
3762,12
3763,8
3764,11
3765,21
3766,8
3767,20
3768,7
3769,33
3770,16
3771,19
3772,14
3773,27
3774,7
3775,20
3776,15
3777,16
3778,21
3779,17
3780,3
3781,26
3782,16
3783,14
3784,3
3785,24
3786,39
3787,37
3788,26
3789,13
3790,17
3791,4
3792,18
3793,25
3794,17
3795,23
3796,23
3797,2
3798,9
3799,28
3800,38
3801,21
3802,37
3803,36
3804,41
3805,31
3806,5
3807,40
3808,7
3809,16
3810,33
3811,26
3812,13
3813,25
3814,22
3815,23
3816,15
3817,17
3818,52
3819,16
3820,1
3821,16
3822,24
3823,9
3824,34
3825,15
3826,2
3827,1
3828,32
3829,34
3830,9
3831,41
3832,32
3833,17
3834,31
3835,28
3836,17
3837,13
3838,29
3839,19
3840,35
3841,49
3842,54
3843,18
3844,27
3845,20
3846,19
3847,12
3848,30
3849,14
3850,31
3851,16
3852,41
3853,22
3854,14
3855,21
3856,42
3857,12
3858,38
3859,31
3860,7
3861,36
3862,41
3863,19
3864,36
3865,3
3866,31
3867,4
3868,29
3869,27
3870,11
3871,31
3872,12
3873,8
3874,12
3875,4
3876,16
3877,1
3878,6
3879,44
3880,18
3881,34
3882,5
3883,7
3884,36
3885,15
3886,4
3887,1
3888,3
3889,36
3890,2
3891,2
3892,35
3893,34
3894,37
3895,20
3896,14
3897,3
3898,45
3899,1
3900,23
3901,19
3902,17
3903,25
3904,26
3905,20
3906,22
3907,30
3908,28
3909,27
3910,31
3911,4
3912,36
3913,9
3914,3
3915,11
3916,9
3917,42
3918,25
3919,18
3920,19
3921,8
3922,12
3923,18
3924,40
3925,56
3926,40
3927,2
3928,11
3929,11
3930,18
3931,45
3932,30
3933,7
3934,17
3935,12
3936,39
3937,15
3938,40
3939,22
3940,12
3941,23
3942,17
3943,34
3944,8
3945,23
3946,12
3947,49
3948,39
3949,14
3950,30
3951,8
3952,22
3953,15
3954,28
3955,34
3956,32
3957,2
3958,4
3959,1
3960,11
3961,23
3962,14
3963,12
3964,29
3965,16
3966,23
3967,7
3968,10
3969,27
3970,4
3971,9
3972,17
3973,1
3974,11
3975,23
3976,18
3977,6
3978,18
3979,20
3980,34
3981,17
3982,16
3983,27
3984,26
3985,10
3986,30
3987,5
3988,15
3989,16
3990,3
3991,17
3992,23
3993,53
3994,18
3995,23
3996,26
3997,31
3998,14
3999,26
4000,26
4001,3
4002,21
4003,22
4004,24
4005,15
4006,30
4007,13
4008,26
4009,35
4010,30
4011,20
4012,28
4013,46
4014,22
4015,19
4016,22
4017,19
4018,27
4019,14
4020,24
4021,24
4022,18
4023,33
4024,19
4025,14
4026,27
4027,21
4028,11
4029,46
4030,22
4031,33
4032,11
4033,18
4034,52
4035,40
4036,31
4037,31
4038,25
4039,28
4040,23
4041,19
4042,17
4043,9
4044,6
4045,24
4046,35
4047,14
4048,30
4049,7
4050,13
4051,18
4052,42
4053,15
4054,22
4055,34
4056,9
4057,2
4058,12
4059,16
4060,24
4061,34
4062,27
4063,4
4064,13
4065,31
4066,10
4067,17
4068,22
4069,38
4070,18
4071,18
4072,18
4073,21
4074,34
4075,27
4076,27
4077,12
4078,40
4079,29
4080,26
4081,10
4082,42
4083,14
4084,17
4085,16
4086,19
4087,46
4088,12
4089,23
4090,35
4091,25
4092,30
4093,16
4094,11
4095,20
4096,27
4097,31
4098,14
4099,20
4100,3
4101,5
4102,8
4103,26
4104,32
4105,20
4106,10
4107,17
4108,3
4109,17
4110,5
4111,33
4112,10
4113,36
4114,6
4115,15
4116,37
4117,10
4118,20
4119,14
4120,13
4121,30
4122,2
4123,24
4124,18
4125,20
4126,11
4127,9
4128,21
4129,21
4130,6
4131,25
4132,15
4133,11
4134,4
4135,14
4136,8
4137,33
4138,15
4139,4
4140,47
4141,21
4142,47
4143,11
4144,22
4145,35
4146,12
4147,18
4148,31
4149,12
4150,15
4151,24
4152,15
4153,13
4154,9
4155,1
4156,12
4157,5
4158,3
4159,9
4160,32
4161,8
4162,1
4163,6
4164,8
4165,6
4166,3
4167,9
4168,15
4169,2
4170,40
4171,16
4172,11
4173,45
4174,3
4175,41
4176,12
4177,1
4178,21
4179,17
4180,1
4181,24
4182,16
4183,20
4184,1
4185,30
4186,6
4187,35
4188,13
4189,9
4190,14
4191,11
4192,17
4193,14
4194,13
4195,3
4196,7
4197,9
4198,20
4199,14
4200,48
4201,18
4202,22
4203,40
4204,17
4205,38
4206,53
4207,10
4208,7
4209,15
4210,27
4211,29
4212,26
4213,8
4214,34
4215,22
4216,33
4217,11
4218,10
4219,9
4220,30
4221,18
4222,9
4223,3
4224,2
4225,45
4226,40
4227,42
4228,8
4229,1
4230,19
4231,14
4232,16
4233,5
4234,19
4235,31
4236,23
4237,12
4238,18
4239,15
4240,25
4241,26
4242,31
4243,38
4244,11
4245,6
4246,15
4247,4
4248,4
4249,47
4250,54
4251,48
4252,14
4253,8
4254,47
4255,24
4256,28
4257,9
4258,11
4259,17
4260,10
4261,29
4262,7
4263,12
4264,21
4265,10
4266,21
4267,4
4268,24
4269,38
4270,32
4271,3
4272,2
4273,15
4274,9
4275,15
4276,31
4277,17
4278,26
4279,5
4280,24
4281,18
4282,10
4283,19
4284,3
4285,9
4286,31
4287,24
4288,4
4289,28
4290,12
4291,16
4292,31
4293,22
4294,16
4295,3
4296,32
4297,40
4298,38
4299,32
4300,11
4301,7
4302,29
4303,19
4304,1
4305,22
4306,23
4307,23
4308,25
4309,22
4310,13
4311,5
4312,23
4313,37
4314,13
4315,4
4316,8
4317,8
4318,20
4319,37
4320,17
4321,23
4322,16
4323,30
4324,6
4325,11
4326,11
4327,1
4328,4
4329,20
4330,20
4331,12
4332,35
4333,12
4334,14
4335,15
4336,14
4337,4
4338,33
4339,9
4340,29
4341,44
4342,2
4343,23
4344,31
4345,23
4346,19
4347,14
4348,34
4349,40
4350,6
4351,11
4352,15
4353,28
4354,3
4355,3
4356,30
4357,30
4358,17
4359,5
4360,33
4361,44
4362,1
4363,4
4364,12
4365,7
4366,4
4367,11
4368,3
4369,13
4370,30
4371,22
4372,7
4373,25
4374,1
4375,5
4376,9
4377,13
4378,9
4379,68
4380,17
4381,51
4382,10
4383,36
4384,18
4385,47
4386,58
4387,11
4388,31
4389,49
4390,18
4391,38
4392,37
4393,11
4394,19
4395,19
4396,18
4397,31
4398,17
4399,14
4400,21
4401,6
4402,26
4403,21
4404,23
4405,14
4406,26
4407,31
4408,13
4409,23
4410,18
4411,45
4412,28
4413,21
4414,24
4415,60
4416,23
4417,20
4418,22
4419,14
4420,24
4421,40
4422,19
4423,9
4424,31
4425,5
4426,15
4427,39
4428,15
4429,30
4430,17
4431,19
4432,39
4433,7
4434,24
4435,13
4436,11
4437,26
4438,26
4439,27
4440,18
4441,19
4442,15
4443,13
4444,16
4445,15
4446,21
4447,46
4448,13
4449,2
4450,19
4451,20
4452,9
4453,16
4454,5
4455,7
4456,27
4457,20
4458,11
4459,20
4460,34
4461,30
4462,12
4463,33
4464,9
4465,32
4466,20
4467,18
4468,6
4469,11
4470,18
4471,19
4472,25
4473,32
4474,24
4475,22
4476,14
4477,20
4478,17
4479,32
4480,17
4481,26
4482,17
4483,17
4484,24
4485,14
4486,9
4487,37
4488,3
4489,4
4490,4
4491,33
4492,25
4493,28
4494,23
4495,17
4496,18
4497,26
4498,42
4499,24
4500,19
4501,16
4502,18
4503,2
4504,36
4505,38
4506,16
4507,50
4508,31
4509,2
4510,11
4511,41
4512,34
4513,9
4514,40
4515,42
4516,7
4517,23
4518,19
4519,22
4520,18
4521,23
4522,25
4523,37
4524,32
4525,15
4526,46
4527,6
4528,19
4529,24
4530,30
4531,30
4532,19
4533,13
4534,9
4535,16
4536,17
4537,39
4538,16
4539,17
4540,25
4541,41
4542,15
4543,19
4544,9
4545,18
4546,8
4547,3
4548,6
4549,10
4550,11
4551,21
4552,16
4553,17
4554,2
4555,22
4556,25
4557,29
4558,18
4559,26
4560,15
4561,21
4562,10
4563,22
4564,24
4565,37
4566,30
4567,31
4568,18
4569,28
4570,17
4571,30
4572,8
4573,9
4574,19
4575,19
4576,5
4577,29
4578,9
4579,26
4580,25
4581,40
4582,26
4583,18
4584,32
4585,14
4586,13
4587,21
4588,8
4589,27
4590,24
4591,20
4592,28
4593,27
4594,7
4595,20
4596,34
4597,11
4598,18
4599,22
4600,26
4601,5
4602,8
4603,11
4604,26
4605,45
4606,38
4607,17
4608,17
4609,7
4610,13
4611,30
4612,15
4613,21
4614,16
4615,7
4616,22
4617,1
4618,18
4619,47
4620,35
4621,40
4622,3
4623,28
4624,25
4625,10
4626,4
4627,11
4628,3
4629,11
4630,31
4631,1
4632,20
4633,8
4634,21
4635,7
4636,19
4637,44
4638,22
4639,44
4640,51
4641,11
4642,23
4643,18
4644,14
4645,24
4646,7
4647,4
4648,17
4649,19
4650,32
4651,1
4652,14
4653,13
4654,20
4655,29
4656,18
4657,6
4658,1
4659,34
4660,11
4661,8
4662,3
4663,17
4664,13
4665,24
4666,49
4667,6
4668,32
4669,35
4670,2
4671,6
4672,15
4673,12
4674,7
4675,25
4676,53
4677,27
4678,39
4679,36
4680,16
4681,20
4682,18
4683,30
4684,18
4685,40
4686,17
4687,14
4688,17
4689,29
4690,33
4691,6
4692,22
4693,8
4694,22
4695,37
4696,39
4697,32
4698,11
4699,22
4700,42
4701,8
4702,22
4703,17
4704,18
4705,4
4706,13
4707,22
4708,30
4709,23
4710,11
4711,20
4712,24
4713,17
4714,13
4715,22
4716,43
4717,19
4718,18
4719,28
4720,15
4721,35
4722,2
4723,17
4724,21
4725,6
4726,12
4727,12
4728,18
4729,10
4730,26
4731,19
4732,19
4733,16
4734,17
4735,17
4736,23
4737,19
4738,6
4739,16
4740,5
4741,20
4742,35
4743,15
4744,30
4745,17
4746,10
4747,21
4748,4
4749,17
4750,1
4751,21
4752,9
4753,21
4754,9
4755,11
4756,8
4757,16
4758,11
4759,8
4760,27
4761,59
4762,18
4763,19
4764,38
4765,28
4766,21
4767,24
4768,26
4769,10
4770,28
4771,9
4772,3
4773,24
4774,19
4775,16
4776,9
4777,15
4778,5
4779,35
4780,17
4781,43
4782,42
4783,28
4784,10
4785,43
4786,20
4787,14
4788,19
4789,11
4790,6
4791,20
4792,21
4793,9
4794,39
4795,19
4796,26
4797,26
4798,20
4799,56
4800,31
4801,12
4802,37
4803,19
4804,24
4805,15
4806,33
4807,18
4808,50
4809,34
4810,38
4811,12
4812,23
4813,24
4814,30
4815,9
4816,38
4817,18
4818,22
4819,55
4820,48
4821,36
4822,6
4823,21
4824,31
4825,34
4826,19
4827,11
4828,22
4829,23
4830,21
4831,17
4832,24
4833,30
4834,17
4835,11
4836,11
4837,17
4838,29
4839,35
4840,43
4841,13
4842,20
4843,1
4844,22
4845,3
4846,17
4847,15
4848,10
4849,11
4850,24
4851,3
4852,9
4853,8
4854,8
4855,32
4856,3
4857,35
4858,24
4859,2
4860,14
4861,10
4862,16
4863,12
4864,35
4865,22
4866,4
4867,26
4868,12
4869,29
4870,11
4871,16
4872,1
4873,18
4874,22
4875,26
4876,52
4877,39
4878,23
4879,9
4880,11
4881,19
4882,13
4883,38
4884,10
4885,6
4886,11
4887,18
4888,14
4889,22
4890,10
4891,17
4892,18
4893,37
4894,30
4895,6
4896,15
4897,18
4898,22
4899,15
4900,5
4901,15
4902,37
4903,11
4904,4
4905,11
4906,19
4907,19
4908,25
4909,14
4910,4
4911,10
4912,28
4913,31
4914,29
4915,6
4916,29
4917,25
4918,25
4919,23
4920,18
4921,16
4922,6
4923,3
4924,4
4925,16
4926,9
4927,30
4928,31
4929,4
4930,38
4931,9
4932,15
4933,10
4934,18
4935,12
4936,25
4937,33
4938,35
4939,34
4940,30
4941,10
4942,10
4943,40
4944,14
4945,22
4946,15
4947,14
4948,18
4949,14
4950,9
4951,32
4952,34
4953,34
4954,15
4955,16
4956,42
4957,41
4958,30
4959,13
4960,34
4961,23
4962,48
4963,33
4964,18
4965,32
4966,12
4967,20
4968,45
4969,4
4970,28
4971,38
4972,31
4973,30
4974,15
4975,12
4976,25
4977,17
4978,39
4979,16
4980,25
4981,18
4982,22
4983,33
4984,56
4985,29
4986,31
4987,29
4988,35
4989,22
4990,38
4991,37
4992,41
4993,28
4994,47
4995,24
4996,46
4997,5
4998,22
4999,16
5000,25
5001,12
5002,27
5003,13
5004,35
5005,48
5006,52
5007,18
5008,38
5009,24
5010,12
5011,12
5012,10
5013,19
5014,36
5015,19
5016,19
5017,14
5018,26
5019,33
5020,18
5021,24
5022,9
5023,41
5024,29
5025,37
5026,3
5027,2
5028,34
5029,19
5030,26
5031,17
5032,29
5033,35
5034,34
5035,44
5036,36
5037,39
5038,26
5039,31
5040,46
5041,25
5042,22
5043,19
5044,45
5045,44
5046,36
5047,39
5048,2
5049,24
5050,7
5051,21
5052,47
5053,17
5054,38
5055,22
5056,19
5057,41
5058,28
5059,17
5060,37
5061,25
5062,18
5063,35
5064,17
5065,25
5066,17
5067,18
5068,20
5069,19
5070,27
5071,32
5072,8
5073,26
5074,32
5075,55
5076,49
5077,5
5078,29
5079,10
5080,45
5081,36
5082,42
5083,49
5084,22
5085,19
5086,26
5087,29
5088,23
5089,6
5090,55
5091,21
5092,13
5093,34
5094,26
5095,20
5096,24
5097,9
5098,12
5099,30
5100,19
5101,46
5102,32
5103,49
5104,59
5105,32
5106,11
5107,8
5108,58
5109,54
5110,38
5111,44
5112,8
5113,46
5114,57
5115,54
5116,27
5117,42
5118,31
5119,27
5120,31
5121,69
5122,61
5123,10
5124,49
5125,36
5126,29
5127,41
5128,20
5129,7
5130,44
5131,42
5132,15
5133,18
5134,9
5135,4
5136,34
5137,37
5138,31
5139,27
5140,53
5141,32
5142,29
5143,15
5144,55
5145,55
5146,29
5147,44
5148,57
5149,45
5150,10
5151,29
5152,15
5153,31
5154,19
5155,25
5156,36
5157,34
5158,25
5159,36
5160,30
5161,5
5162,36
5163,38
5164,35
5165,29
5166,27
5167,31
5168,30
5169,20
5170,36
5171,24
5172,57
5173,34
5174,64
5175,51
5176,31
5177,11
5178,14
5179,17
5180,46
5181,34
5182,51
5183,55
5184,35
5185,34
5186,19
5187,30
5188,13
5189,34
5190,18
5191,43
5192,50
5193,24
5194,18
5195,21
5196,53
5197,6
5198,40
5199,11
5200,10
5201,19
5202,45
5203,16
5204,53
5205,54
5206,51
5207,38
5208,31
5209,44
5210,23
5211,66
5212,41
5213,16
5214,45
5215,35
5216,30
5217,3
5218,27
5219,24
5220,42
5221,8
5222,31
5223,10
5224,26
5225,37
5226,24
5227,29
5228,20
5229,31
5230,39
5231,34
5232,31
5233,11
5234,17
5235,32
5236,29
5237,23
5238,39
5239,36
5240,27
5241,43
5242,44
5243,15
5244,41
5245,40
5246,20
5247,19
5248,5
5249,28
5250,26
5251,24
5252,30
5253,44
5254,36
5255,23
5256,37
5257,20
5258,15
5259,24
5260,4
5261,24
5262,55
5263,46
5264,53
5265,17
5266,1
5267,16
5268,4
5269,38
5270,17
5271,18
5272,31
5273,35
5274,14
5275,36
5276,32
5277,27
5278,52
5279,53
5280,53
5281,53
5282,36
5283,27
5284,45
5285,29
5286,28
5287,42
5288,22
5289,27
5290,29
5291,15
5292,16
5293,39
5294,29
5295,54
5296,44
5297,34
5298,12
5299,20
5300,46
5301,12
5302,28
5303,21
5304,43
5305,1
5306,40
5307,17
5308,9
5309,21
5310,31
5311,18
5312,7
5313,4
5314,12
5315,6
5316,3
5317,2
5318,15
5319,27
5320,8
5321,9
5322,5
5323,18
5324,11
5325,20
5326,19
5327,34
5328,17
5329,14
5330,6
5331,32
5332,23
5333,11
5334,15
5335,8
5336,12
5337,21
5338,5
5339,32
5340,17
5341,20
5342,8
5343,3
5344,39
5345,11
5346,28
5347,18
5348,8
5349,24
5350,20
5351,33
5352,15
5353,24
5354,11
5355,30
5356,18
5357,3
5358,10
5359,15
5360,14
5361,25
5362,9
5363,20
5364,4
5365,12
5366,43
5367,27
5368,16
5369,6
5370,11
5371,13
5372,23
5373,32
5374,14
5375,23
5376,11
5377,4
5378,36
5379,11
5380,25
5381,9
5382,30
5383,5
5384,14
5385,18
5386,15
5387,1
5388,32
5389,27
5390,13
5391,3
5392,22
5393,13
5394,34
5395,10
5396,36
5397,21
5398,17
5399,1
5400,20
5401,21
5402,3
5403,29
5404,3
5405,11
5406,14
5407,13
5408,5
5409,24
5410,16
5411,14
5412,28
5413,24
5414,46
5415,37
5416,20
5417,8
5418,5
5419,22
5420,3
5421,22
5422,21
5423,43
5424,14
5425,4
5426,1
5427,3
5428,28
5429,8
5430,19
5431,30
5432,20
5433,5
5434,55
5435,22
5436,10
5437,21
5438,30
5439,13
5440,4
5441,25
5442,39
5443,13
5444,26
5445,7
5446,4
5447,5
5448,10
5449,2
5450,14
5451,6
5452,5
5453,12
5454,9
5455,8
5456,11
5457,6
5458,28
5459,17
5460,28
5461,6
5462,18
5463,26
5464,23
5465,14
5466,15
5467,8
5468,10
5469,29
5470,6
5471,23
5472,19
5473,6
5474,13
5475,2
5476,9
5477,18
5478,4
5479,2
5480,22
5481,14
5482,24
5483,8
5484,8
5485,7
5486,19
5487,34
5488,13
5489,6
5490,6
5491,31
5492,4
5493,44
5494,22
5495,20
5496,4
5497,17
5498,20
5499,7
5500,11
5501,18
5502,14
5503,2
5504,47
5505,21
5506,10
5507,19
5508,22
5509,14
5510,4
5511,9
5512,6
5513,11
5514,24
5515,34
5516,25
5517,27
5518,29
5519,46
5520,19
5521,9
5522,3
5523,10
5524,21
5525,21
5526,17
5527,50
5528,26
5529,1
5530,19
5531,18
5532,3
5533,21
5534,17
5535,8
5536,9
5537,24
5538,24
5539,22
5540,2
5541,10
5542,25
5543,6
5544,18
5545,17
5546,1
5547,5
5548,13
5549,25
5550,2
5551,2
5552,12
5553,21
5554,18
5555,39
5556,24
5557,18
5558,4
5559,22
5560,31
5561,3
5562,3
5563,30
5564,36
5565,37
5566,25
5567,14
5568,16
5569,22
5570,6
5571,31
5572,18
5573,9
5574,9
5575,12
5576,13
5577,26
5578,27
5579,22
5580,24
5581,10
5582,1
5583,8
5584,3
5585,8
5586,27
5587,23
5588,3
5589,29
5590,22
5591,25
5592,3
5593,9
5594,43
5595,26
5596,16
5597,14
5598,22
5599,10
5600,19
5601,45
5602,18
5603,27
5604,36
5605,36
5606,27
5607,15
5608,17
5609,24
5610,8
5611,17
5612,25
5613,25
5614,18
5615,17
5616,10
5617,31
5618,17
5619,13
5620,12
5621,14
5622,22
5623,42
5624,15
5625,2
5626,37
5627,26
5628,25
5629,13
5630,43
5631,7
5632,5
5633,1
5634,26
5635,18
5636,23
5637,20
5638,10
5639,13
5640,8
5641,18
5642,20
5643,10
5644,2
5645,20
5646,2
5647,37
5648,38
5649,13
5650,23
5651,23
5652,23
5653,16
5654,33
5655,30
5656,21
5657,2
5658,17
5659,27
5660,25
5661,10
5662,18
5663,8
5664,22
5665,21
5666,17
5667,13
5668,15
5669,2
5670,31
5671,28
5672,9
5673,20
5674,9
5675,12
5676,22
5677,19
5678,3
5679,23
5680,24
5681,32
5682,12
5683,18
5684,24
5685,28
5686,8
5687,19
5688,22
5689,4
5690,23
5691,11
5692,16
5693,22
5694,26
5695,22
5696,10
5697,18
5698,16
5699,9
5700,6
5701,10
5702,19
5703,12
5704,8
5705,29
5706,16
5707,8
5708,36
5709,17
5710,35
5711,13
5712,27
5713,23
5714,34
5715,18
5716,10
5717,28
5718,21
5719,23
5720,8
5721,21
5722,15
5723,15
5724,15
5725,15
5726,24
5727,25
5728,22
5729,20
5730,20
5731,15
5732,21
5733,23
5734,2
5735,24
5736,23
5737,24
5738,9
5739,10
5740,13
5741,21
5742,12
5743,10
5744,21
5745,19
5746,21
5747,23
5748,33
5749,27
5750,22
5751,32
5752,13
5753,11
5754,6
5755,23
5756,22
5757,24
5758,2
5759,17
5760,7
5761,19
5762,37
5763,23
5764,28
5765,35
5766,26
5767,10
5768,21
5769,36
5770,22
5771,29
5772,19
5773,15
5774,46
5775,25
5776,9
5777,20
5778,21
5779,28
5780,21
5781,18
5782,31
5783,13
5784,10
5785,9
5786,8
5787,41
5788,38
5789,27
5790,30
5791,16
5792,15
5793,31
5794,17
5795,19
5796,18
