,0
2998,6
2999,7
3000,8
3001,0
3002,0
3003,8
3004,0
3005,6
3006,0
3007,8
3008,10
3009,0
3010,0
3011,4
3012,6
3013,7
3014,0
3015,0
3016,0
3017,0
3018,9
3019,7
3020,8
3021,6
3022,5
3023,8
3024,6
3025,7
3026,6
3027,8
3028,8
3029,7
3030,6
3031,6
3032,7
3033,6
3034,6
3035,4
3036,5
3037,4
3038,7
3039,6
3040,8
3041,2
3042,0
3043,9
3044,9
3045,3
3046,5
3047,4
3048,2
3049,6
3050,8
3051,0
3052,6
3053,8
3054,7
3055,1
3056,3
3057,4
3058,5
3059,1
3060,4
3061,3
3062,5
3063,7
3064,6
3065,3
3066,4
3067,3
3068,1
3069,4
3070,3
3071,2
3072,8
3073,7
3074,3
3075,4
3076,4
3077,4
3078,2
3079,7
3080,6
3081,0
3082,0
3083,10
3084,0
3085,8
3086,0
3087,8
3088,8
3089,0
3090,0
3091,8
3092,8
3093,10
3094,0
3095,0
3096,0
3097,0
3098,8
3099,9
3100,5
3101,4
3102,8
3103,8
3104,4
3105,6
3106,7
3107,5
3108,5
3109,6
3110,6
3111,5
3112,8
3113,7
3114,2
3115,7
3116,8
3117,7
3118,4
3119,8
3120,2
3121,1
3122,2
3123,10
3124,0
3125,0
3126,0
3127,10
3128,3
3129,0
3130,0
3131,0
3132,3
3133,3
3134,2
3135,2
3136,3
3137,0
3138,1
3139,8
3140,4
3141,1
3142,3
3143,3
3144,3
3145,1
3146,2
3147,5
3148,4
3149,2
3150,2
3151,2
3152,9
3153,9
3154,2
3155,4
3156,4
3157,4
3158,4
3159,10
3160,6
3161,3
3162,4
3163,6
3164,5
3165,4
3166,2
3167,8
3168,7
3169,6
3170,4
3171,6
3172,7
3173,9
3174,4
3175,3
3176,5
3177,7
3178,8
3179,6
3180,6
3181,1
3182,1
3183,7
3184,1
3185,7
3186,2
3187,7
3188,9
3189,2
3190,1
3191,4
3192,7
3193,10
3194,7
3195,1
3196,3
3197,2
3198,7
3199,6
3200,6
3201,3
3202,8
3203,8
3204,8
3205,8
3206,8
3207,8
3208,6
3209,8
3210,8
3211,4
3212,9
3213,8
3214,4
3215,8
3216,10
3217,7
3218,6
3219,7
3220,8
3221,3
3222,3
3223,10
3224,8
3225,5
3226,4
3227,10
3228,10
3229,8
3230,7
3231,1
3232,4
3233,6
3234,1
3235,1
3236,4
3237,3
3238,9
3239,7
3240,6
3241,5
3242,6
3243,7
3244,5
3245,3
3246,4
3247,7
3248,8
3249,4
3250,4
3251,8
3252,6
3253,7
3254,4
3255,4
3256,4
3257,4
3258,7
3259,9
3260,9
3261,5
3262,4
3263,9
3264,6
3265,3
3266,4
3267,5
3268,5
3269,7
3270,6
3271,5
3272,9
3273,6
3274,6
3275,5
3276,6
3277,4
3278,8
3279,6
3280,8
3281,7
3282,5
3283,7
3284,6
3285,4
3286,7
3287,9
3288,8
3289,8
3290,6
3291,5
3292,7
3293,7
3294,6
3295,4
3296,5
3297,6
3298,6
3299,6
3300,0
3301,0
3302,0
3303,6
3304,1
3305,1
3306,1
3307,8
3308,2
3309,0
3310,1
3311,2
3312,7
3313,10
3314,3
3315,2
3316,2
3317,1
3318,4
3319,6
3320,2
3321,0
3322,0
3323,4
3324,0
3325,0
3326,3
3327,7
3328,4
3329,0
3330,0
3331,0
3332,8
3333,5
3334,0
3335,0
3336,4
3337,3
3338,7
3339,7
3340,3
3341,1
3342,5
3343,7
3344,4
3345,3
3346,6
3347,6
3348,2
3349,5
3350,4
3351,5
3352,5
3353,6
3354,3
3355,5
3356,5
3357,4
3358,5
3359,5
3360,3
3361,1
3362,7
3363,9
3364,1
3365,1
3366,4
3367,6
3368,2
3369,8
3370,2
3371,2
3372,9
3373,8
3374,2
3375,1
3376,2
3377,6
3378,7
3379,8
3380,7
3381,3
3382,5
3383,8
3384,3
3385,4
3386,6
3387,4
3388,3
3389,6
3390,4
3391,4
3392,7
3393,9
3394,3
3395,3
3396,4
3397,5
3398,5
3399,10
3400,4
3401,4
3402,1
3403,8
3404,4
3405,7
3406,7
3407,9
3408,9
3409,7
3410,4
3411,3
3412,6
3413,9
3414,2
3415,4
3416,5
3417,5
3418,8
3419,8
3420,2
3421,2
3422,4
3423,4
3424,2
3425,2
3426,7
3427,8
3428,2
3429,5
3430,0
3431,1
3432,8
3433,9
3434,0
3435,3
3436,7
3437,6
3438,1
3439,6
3440,7
3441,2
3442,6
3443,8
3444,8
3445,5
3446,6
3447,7
3448,8
3449,3
3450,8
3451,1
3452,5
3453,9
3454,4
3455,4
3456,7
3457,6
3458,7
3459,7
3460,3
3461,2
3462,2
3463,9
3464,3
3465,2
3466,4
3467,7
3468,6
3469,5
3470,3
3471,3
3472,4
3473,5
3474,4
3475,3
3476,4
3477,4
3478,7
3479,9
3480,2
3481,2
3482,9
3483,10
3484,2
3485,3
3486,7
3487,8
3488,4
3489,7
3490,4
3491,0
3492,7
3493,9
3494,3
3495,8
3496,7
3497,10
3498,2
3499,10
3500,7
3501,2
3502,1
3503,8
3504,1
3505,0
3506,0
3507,0
3508,0
3509,8
3510,0
3511,7
3512,10
3513,0
3514,0
3515,0
3516,5
3517,0
3518,5
3519,0
3520,4
3521,2
3522,5
3523,4
3524,5
3525,6
3526,7
3527,8
3528,7
3529,9
3530,8
3531,8
3532,2
3533,5
3534,2
3535,3
3536,4
3537,5
3538,6
3539,6
3540,8
3541,5
3542,5
3543,8
3544,6
3545,7
3546,4
3547,7
3548,5
3549,7
3550,5
3551,5
3552,7
3553,8
3554,4
3555,6
3556,6
3557,6
3558,8
3559,6
3560,6
3561,2
3562,3
3563,7
3564,1
3565,5
3566,3
3567,6
3568,7
3569,1
3570,2
3571,1
3572,6
3573,7
3574,4
3575,4
3576,8
3577,5
3578,5
3579,8
3580,6
3581,4
3582,6
3583,8
3584,3
3585,4
3586,6
3587,7
3588,7
3589,3
3590,3
3591,5
3592,7
3593,8
3594,3
3595,2
3596,5
3597,6
3598,7
3599,9
3600,8
3601,4
3602,6
3603,9
3604,6
3605,8
3606,8
3607,9
3608,8
3609,8
3610,7
3611,8
3612,9
3613,9
3614,6
3615,5
3616,6
3617,6
3618,9
3619,10
3620,4
3621,5
3622,2
3623,4
3624,6
3625,5
3626,5
3627,7
3628,7
3629,7
3630,3
3631,4
3632,7
3633,7
3634,5
3635,2
3636,6
3637,7
3638,10
3639,7
3640,8
3641,2
3642,2
3643,9
3644,4
3645,6
3646,2
3647,7
3648,9
3649,1
3650,5
3651,4
3652,3
3653,5
3654,3
3655,0
3656,3
3657,1
3658,9
3659,8
3660,4
3661,3
3662,4
3663,7
3664,5
3665,6
3666,6
3667,7
3668,7
3669,4
3670,4
3671,5
3672,8
3673,8
3674,3
3675,5
3676,6
3677,6
3678,6
3679,8
3680,8
3681,4
3682,2
3683,9
3684,5
3685,4
3686,1
3687,8
3688,7
3689,4
3690,1
3691,1
3692,9
3693,10
3694,1
3695,1
3696,1
3697,1
3698,8
3699,9
3700,3
3701,2
3702,4
3703,8
3704,2
3705,3
3706,2
3707,9
3708,3
3709,3
3710,2
3711,3
3712,9
3713,10
3714,1
3715,2
3716,2
3717,3
3718,4
3719,9
3720,9
3721,2
3722,1
3723,9
3724,1
3725,3
3726,5
3727,9
3728,9
3729,6
3730,5
3731,7
3732,5
3733,8
3734,4
3735,5
3736,5
3737,4
3738,6
3739,6
3740,10
3741,6
3742,6
3743,10
3744,6
3745,10
3746,7
3747,10
3748,10
3749,6
3750,5
3751,8
3752,10
3753,10
3754,4
3755,6
3756,6
3757,7
3758,10
3759,10
3760,6
3761,3
3762,2
3763,8
3764,3
3765,1
3766,6
3767,8
3768,9
3769,6
3770,5
3771,4
3772,4
3773,6
3774,3
3775,2
3776,3
3777,3
3778,8
3779,7
3780,5
3781,0
3782,0
3783,5
3784,0
3785,2
3786,0
3787,7
3788,3
3789,0
3790,0
3791,1
3792,1
3793,5
3794,2
3795,0
3796,0
3797,0
3798,6
3799,2
